"condition","Rationale","Title","ID","Remediation","Result","Policy ID","Description","command","References","Compliance","Rules"
"all","Since the /var/tmp filesystem is not intended to support devices, set this option to ensure that users cannot create a block or character special devices in /var/tmp.","Ensure nodev option set on /var/tmp partition.",28510,"IF the /var/tmp partition exists, edit the /etc/fstab file and add nodev to the fourth field (mounting options) for the /var/tmp partition. Example: <device> /var/tmp 0 <fstype> defaults,rw,nosuid,nodev,noexec,relatime 0 Run the following command to remount /var/tmp with the configured options: # mount -o remount /var/tmp.","failed","cis_ubuntu22-04","The nodev mount option specifies that the filesystem cannot contain special devices.","findmnt --kernel /var/tmp","See the fstab(5) manual page for more information.","[{""key"":""cis"",""value"":""1.1.4.4""},{""key"":""cis_csc_v7"",""value"":""14.6""},{""key"":""cis_csc_v8"",""value"":""3.3""},{""key"":""cmmc_v2.0"",""value"":""AC.L1-3.1.1,AC.L1-3.1.2,AC.L2-3.1.5,AC.L2-3.1.3,MP.L2-3.8.2""},{""key"":""hipaa"",""value"":""164.308(a)(3)(i),164.308(a)(3)(ii)(A),164.312(a)(1)""},{""key"":""mitre_mitigations"",""value"":""M1022""},{""key"":""mitre_tactics"",""value"":""TA0005""},{""key"":""mitre_techniques"",""value"":""T1200""},{""key"":""nist_sp_800-53"",""value"":""AC-5,AC-6""},{""key"":""pci_dss_v3.2.1"",""value"":""7.1,7.1.1,7.1.2,7.1.3""},{""key"":""pci_dss_v4.0"",""value"":""1.3.1,7.1""},{""key"":""soc_2"",""value"":""CC5.2,CC6.1""}]","[{""type"":""command"",""rule"":""c:findmnt --kernel /var/tmp -> r:nodev""}]"
"all","The reasoning for mounting /var/log on a separate partition is as follow. Protection from resource exhaustion The default installation only creates a single / partition. Since the /var/log directory contain the log files that can grow quite large, there is a risk of resource exhaustion. It will essentially have the whole disk available to fill up and impact the system as a whole. Fine grained control over the mount Configuring /var/log as its own file system allows an administrator to set additional mount options such as noexec/nosuid/nodev. These options limits an attackers ability to create exploits on the system. Other options allow for specific behavior. See man mount for exact details regarding filesystem-independent and filesystem-specific options. Protection of log data As /var/log contains log files, care should be taken to ensure the security and integrity of the data and mount point.","Ensure separate partition exists for /var/log.",28511,"For new installations, during installation create a custom partition setup and specify a separate partition for /var/log . For systems that were previously installed, create a new partition and configure /etc/fstab as appropriate.","failed","cis_ubuntu22-04","The /var/log directory is used by system services to store log data.","findmnt --kernel /var/log","http://tldp.org/HOWTO/LVM-HOWTO/","[{""key"":""cis"",""value"":""1.1.5.1""},{""key"":""cis_csc_v7"",""value"":""6.4""},{""key"":""cis_csc_v8"",""value"":""8.3""},{""key"":""mitre_mitigations"",""value"":""M1022""},{""key"":""mitre_tactics"",""value"":""TA0005""},{""key"":""mitre_techniques"",""value"":""T1499,T1499.001""},{""key"":""pci_dss_v3.2.1"",""value"":""10.7""},{""key"":""soc_2"",""value"":""A1.1""}]","[{""type"":""command"",""rule"":""c:findmnt --kernel /var/log -> r:\\s*/var/log\\s""}]"
"all","Since the /var/log filesystem is not intended to support devices, set this option to ensure that users cannot create a block or character special devices in /var/log.","Ensure nodev option set on /var/log partition.",28512,"IF the /var/log partition exists, edit the /etc/fstab file and add nodev to the fourth field (mounting options) for the /var/log partition. Example: <device> /var/log <fstype> defaults,rw,nosuid,nodev,noexec,relatime 0 0 Run the following command to remount /var/log with the configured options: # mount -o remount /var/log.","failed","cis_ubuntu22-04","The nodev mount option specifies that the filesystem cannot contain special devices.","findmnt --kernel /var/log","See the fstab(5) manual page for more information.","[{""key"":""cis"",""value"":""1.1.5.2""},{""key"":""cis_csc_v7"",""value"":""14.6""},{""key"":""cis_csc_v8"",""value"":""3.3""},{""key"":""cmmc_v2.0"",""value"":""AC.L1-3.1.1,AC.L1-3.1.2,AC.L2-3.1.5,AC.L2-3.1.3,MP.L2-3.8.2""},{""key"":""hipaa"",""value"":""164.308(a)(3)(i),164.308(a)(3)(ii)(A),164.312(a)(1)""},{""key"":""mitre_mitigations"",""value"":""M1022""},{""key"":""mitre_tactics"",""value"":""TA0005""},{""key"":""mitre_techniques"",""value"":""T1200""},{""key"":""nist_sp_800-53"",""value"":""AC-5,AC-6""},{""key"":""pci_dss_v3.2.1"",""value"":""7.1,7.1.1,7.1.2,7.1.3""},{""key"":""pci_dss_v4.0"",""value"":""1.3.1,7.1""},{""key"":""soc_2"",""value"":""CC5.2,CC6.1""}]","[{""type"":""command"",""rule"":""c:findmnt --kernel /var/log -> r:\\s*/var/log\\s && r:nodev""}]"
"all","Since the /var/log filesystem is only intended for log files, set this option to ensure that users cannot run executable binaries from /var/log.","Ensure noexec option set on /var/log partition.",28513,"IF the /var/log partition exists, edit the /etc/fstab file and add noexec to the fourth field (mounting options) for the /var/log partition. Example: <device> /var/log <fstype> defaults,rw,nosuid,nodev,noexec,relatime 0 0 Run the following command to remount /var/log with the configured options: # mount -o remount /var/log.","failed","cis_ubuntu22-04","The noexec mount option specifies that the filesystem cannot contain executable binaries.","findmnt --kernel /var/log","See the fstab(5) manual page for more information.","[{""key"":""cis"",""value"":""1.1.5.3""},{""key"":""cis_csc_v7"",""value"":""14.6""},{""key"":""cis_csc_v8"",""value"":""3.3""},{""key"":""cmmc_v2.0"",""value"":""AC.L1-3.1.1,AC.L1-3.1.2,AC.L2-3.1.5,AC.L2-3.1.3,MP.L2-3.8.2""},{""key"":""hipaa"",""value"":""164.308(a)(3)(i),164.308(a)(3)(ii)(A),164.312(a)(1)""},{""key"":""mitre_mitigations"",""value"":""M1022""},{""key"":""mitre_tactics"",""value"":""TA0005""},{""key"":""mitre_techniques"",""value"":""T1204,T1204.002""},{""key"":""nist_sp_800-53"",""value"":""AC-5,AC-6""},{""key"":""pci_dss_v3.2.1"",""value"":""7.1,7.1.1,7.1.2,7.1.3""},{""key"":""pci_dss_v4.0"",""value"":""1.3.1,7.1""},{""key"":""soc_2"",""value"":""CC5.2,CC6.1""}]","[{""type"":""command"",""rule"":""c:findmnt --kernel /var/log -> r:\\s*/var/log\\s && r:noexec""}]"
"all","Since the /var/log filesystem is only intended for log files, set this option to ensure that users cannot create setuid files in /var/log.","Ensure nosuid option set on /var/log partition.",28514,"IF the /var/log partition exists, edit the /etc/fstab file and add nosuid to the fourth field (mounting options) for the /var/log partition. Example: <device> /var/log <fstype> defaults,rw,nosuid,nodev,noexec,relatime 0 0 Run the following command to remount /var/log with the configured options: # mount -o remount /var/log.","failed","cis_ubuntu22-04","The nosuid mount option specifies that the filesystem cannot contain setuid files.","findmnt --kernel /var/log","See the fstab(5) manual page for more information.","[{""key"":""cis"",""value"":""1.1.5.4""},{""key"":""cis_csc_v7"",""value"":""14.6""},{""key"":""cis_csc_v8"",""value"":""3.3""},{""key"":""cmmc_v2.0"",""value"":""AC.L1-3.1.1,AC.L1-3.1.2,AC.L2-3.1.5,AC.L2-3.1.3,MP.L2-3.8.2""},{""key"":""hipaa"",""value"":""164.308(a)(3)(i),164.308(a)(3)(ii)(A),164.312(a)(1)""},{""key"":""mitre_mitigations"",""value"":""M1022""},{""key"":""mitre_tactics"",""value"":""TA0005""},{""key"":""mitre_techniques"",""value"":""T1548,T1548.001""},{""key"":""nist_sp_800-53"",""value"":""AC-5,AC-6""},{""key"":""pci_dss_v3.2.1"",""value"":""7.1,7.1.1,7.1.2,7.1.3""},{""key"":""pci_dss_v4.0"",""value"":""1.3.1,7.1""},{""key"":""soc_2"",""value"":""CC5.2,CC6.1""}]","[{""type"":""command"",""rule"":""c:findmnt --kernel /var/log -> r:\\s*/var/log\\s && r:nosuid""}]"
"all","The reasoning for mounting /var/log/audit on a separate partition is as follow. Protection from resource exhaustion The default installation only creates a single / partition. Since the /var/log/audit directory contain the audit.log file that can grow quite large, there is a risk of resource exhaustion. It will essentially have the whole disk available to fill up and impact the system as a whole. In addition, other operations on the system could fill up the disk unrelated to /var/log/audit and cause auditd to trigger it's space_left_action as the disk is full. See man auditd.conf for details. Fine grained control over the mount Configuring /var/log/audit as its own file system allows an administrator to set additional mount options such as noexec/nosuid/nodev. These options limits an attackers ability to create exploits on the system. Other options allow for specific behavior. See man mount for exact details regarding filesystem-independent and filesystem-specific options. Protection of audit data As /var/log/audit contains audit logs, care should be taken to ensure the security and integrity of the data and mount point.","Ensure separate partition exists for /var/log/audit.",28515,"For new installations, during installation create a custom partition setup and specify a separate partition for /var/log/audit. For systems that were previously installed, create a new partition and configure /etc/fstab as appropriate.","failed","cis_ubuntu22-04","The auditing daemon, auditd, stores log data in the /var/log/audit directory.","findmnt --kernel /var/log/audit","http://tldp.org/HOWTO/LVM-HOWTO/","[{""key"":""cis"",""value"":""1.1.6.1""},{""key"":""cis_csc_v7"",""value"":""6.4""},{""key"":""cis_csc_v8"",""value"":""8.3""},{""key"":""mitre_mitigations"",""value"":""M1022""},{""key"":""mitre_tactics"",""value"":""TA0005""},{""key"":""mitre_techniques"",""value"":""T1499,T1499.001""},{""key"":""pci_dss_v3.2.1"",""value"":""10.7""},{""key"":""soc_2"",""value"":""A1.1""}]","[{""type"":""command"",""rule"":""c:findmnt --kernel /var/log/audit -> r:\\s*/var/log/audit\\s""}]"
"all","Since the /var/log/audit filesystem is only intended for audit logs, set this option to ensure that users cannot run executable binaries from /var/log/audit.","Ensure noexec option set on /var/log/audit partition.",28516,"IF the /var/log/audit partition exists, edit the /etc/fstab file and add noexec to the fourth field (mounting options) for the /var partition. Example: <device> /var/log/audit <fstype> defaults,rw,nosuid,nodev,noexec,relatime 0 0 Run the following command to remount /var/log/audit with the configured options: # mount -o remount /var/log/audit.","failed","cis_ubuntu22-04","The noexec mount option specifies that the filesystem cannot contain executable binaries.","findmnt --kernel /var/log/audit","See the fstab(5) manual page for more information.","[{""key"":""cis"",""value"":""1.1.6.2""},{""key"":""cis_csc_v7"",""value"":""14.6""},{""key"":""cis_csc_v8"",""value"":""3.3""},{""key"":""cmmc_v2.0"",""value"":""AC.L1-3.1.1,AC.L1-3.1.2,AC.L2-3.1.5,AC.L2-3.1.3,MP.L2-3.8.2""},{""key"":""hipaa"",""value"":""164.308(a)(3)(i),164.308(a)(3)(ii)(A),164.312(a)(1)""},{""key"":""mitre_mitigations"",""value"":""M1022""},{""key"":""mitre_tactics"",""value"":""TA0005""},{""key"":""mitre_techniques"",""value"":""T1204,T1204.002""},{""key"":""nist_sp_800-53"",""value"":""AC-5,AC-6""},{""key"":""pci_dss_v3.2.1"",""value"":""7.1,7.1.1,7.1.2,7.1.3""},{""key"":""pci_dss_v4.0"",""value"":""1.3.1,7.1""},{""key"":""soc_2"",""value"":""CC5.2,CC6.1""}]","[{""type"":""command"",""rule"":""c:findmnt --kernel /var/log/audit -> r:\\s*/var/log/audit\\s && r:noexec""}]"
"all","Since the /var/log/audit filesystem is not intended to support devices, set this option to ensure that users cannot create a block or character special devices in /var/log/audit.","Ensure nodev option set on /var/log/audit partition.",28517,"IF the /var/log/audit partition exists, edit the /etc/fstab file and add nodev to the fourth field (mounting options) for the /var/log/audit partition. Example: <device> /var/log/audit <fstype> defaults,rw,nosuid,nodev,noexec,relatime 0 0 Run the following command to remount /var/log/audit with the configured options: # mount -o remount /var/log/audit.","failed","cis_ubuntu22-04","The nodev mount option specifies that the filesystem cannot contain special devices.","findmnt --kernel /var/log/audit","See the fstab(5) manual page for more information.","[{""key"":""cis"",""value"":""1.1.6.3""},{""key"":""cis_csc_v7"",""value"":""14.6""},{""key"":""cis_csc_v8"",""value"":""3.3""},{""key"":""cmmc_v2.0"",""value"":""AC.L1-3.1.1,AC.L1-3.1.2,AC.L2-3.1.5,AC.L2-3.1.3,MP.L2-3.8.2""},{""key"":""hipaa"",""value"":""164.308(a)(3)(i),164.308(a)(3)(ii)(A),164.312(a)(1)""},{""key"":""mitre_mitigations"",""value"":""M1022""},{""key"":""mitre_tactics"",""value"":""TA0005""},{""key"":""mitre_techniques"",""value"":""T1200""},{""key"":""nist_sp_800-53"",""value"":""AC-5,AC-6""},{""key"":""pci_dss_v3.2.1"",""value"":""7.1,7.1.1,7.1.2,7.1.3""},{""key"":""pci_dss_v4.0"",""value"":""1.3.1,7.1""},{""key"":""soc_2"",""value"":""CC5.2,CC6.1""}]","[{""type"":""command"",""rule"":""c:findmnt --kernel /var/log/audit -> r:\\s*/var/log/audit\\s && r:nodev""}]"
"all","Since the /var/log/audit filesystem is only intended for variable files such as logs, set this option to ensure that users cannot create setuid files in /var/log/audit.","Ensure nosuid option set on /var/log/audit partition.",28518,"IF the /var/log/audit partition exists, edit the /etc/fstab file and add nosuid to the fourth field (mounting options) for the /var/log/audit partition. Example: <device> /var/log/audit <fstype> defaults,rw,nosuid,nodev,noexec,relatime 0 0 Run the following command to remount /var/log/audit with the configured options: # mount -o remount /var/log/audit.","failed","cis_ubuntu22-04","The nosuid mount option specifies that the filesystem cannot contain setuid files.","findmnt --kernel /var/log/audit","See the fstab(5) manual page for more information.","[{""key"":""cis"",""value"":""1.1.6.4""},{""key"":""cis_csc_v7"",""value"":""14.6""},{""key"":""cis_csc_v8"",""value"":""3.3""},{""key"":""cmmc_v2.0"",""value"":""AC.L1-3.1.1,AC.L1-3.1.2,AC.L2-3.1.5,AC.L2-3.1.3,MP.L2-3.8.2""},{""key"":""hipaa"",""value"":""164.308(a)(3)(i),164.308(a)(3)(ii)(A),164.312(a)(1)""},{""key"":""mitre_mitigations"",""value"":""M1022""},{""key"":""mitre_tactics"",""value"":""TA0005""},{""key"":""mitre_techniques"",""value"":""T1548,T1548.001""},{""key"":""nist_sp_800-53"",""value"":""AC-5,AC-6""},{""key"":""pci_dss_v3.2.1"",""value"":""7.1,7.1.1,7.1.2,7.1.3""},{""key"":""pci_dss_v4.0"",""value"":""1.3.1,7.1""},{""key"":""soc_2"",""value"":""CC5.2,CC6.1""}]","[{""type"":""command"",""rule"":""c:findmnt --kernel /var/log/audit -> r:\\s*/var/log/audit\\s && r:nosuid""}]"
"all","The reasoning for mounting /home on a separate partition is as follow. Protection from resource exhaustion The default installation only creates a single / partition. Since the /home directory contains user generated data, there is a risk of resource exhaustion. It will essentially have the whole disk available to fill up and impact the system as a whole. In addition, other operations on the system could fill up the disk unrelated to /home and impact all local users. Fine grained control over the mount Configuring /home as its own file system allows an administrator to set additional mount options such as noexec/nosuid/nodev. These options limits an attackers ability to create exploits on the system. In the case of /home options such as usrquota/grpquota may be considered to limit the impact that users can have on each other with regards to disk resource exhaustion. Other options allow for specific behavior. See man mount for exact details regarding filesystem-independent and filesystem-specific options. Protection of user data As /home contains user data, care should be taken to ensure the security and integrity of the data and mount point.","Ensure separate partition exists for /home.",28519,"For new installations, during installation create a custom partition setup and specify a separate partition for /home. For systems that were previously installed, create a new partition and configure /etc/fstab as appropriate.","failed","cis_ubuntu22-04","The /home directory is used to support disk storage needs of local users.","findmnt --kernel /home","http://tldp.org/HOWTO/LVM-HOWTO/","[{""key"":""cis"",""value"":""1.1.7.1""},{""key"":""cis_csc_v7"",""value"":""14.6""},{""key"":""cis_csc_v8"",""value"":""3.3""},{""key"":""cmmc_v2.0"",""value"":""AC.L1-3.1.1,AC.L1-3.1.2,AC.L2-3.1.5,AC.L2-3.1.3,MP.L2-3.8.2""},{""key"":""hipaa"",""value"":""164.308(a)(3)(i),164.308(a)(3)(ii)(A),164.312(a)(1)""},{""key"":""mitre_mitigations"",""value"":""M1038""},{""key"":""mitre_tactics"",""value"":""TA0005""},{""key"":""mitre_techniques"",""value"":""T1499,T1499.001""},{""key"":""nist_sp_800-53"",""value"":""AC-5,AC-6""},{""key"":""pci_dss_v3.2.1"",""value"":""7.1,7.1.1,7.1.2,7.1.3""},{""key"":""pci_dss_v4.0"",""value"":""1.3.1,7.1""},{""key"":""soc_2"",""value"":""CC5.2,CC6.1""}]","[{""type"":""command"",""rule"":""c:findmnt --kernel /home -> r:\\s*/home\\s""}]"
"all","Since the /home filesystem is not intended to support devices, set this option to ensure that users cannot create a block or character special devices in /var.","Ensure nodev option set on /home partition.",28520,"IF the /home partition exists, edit the /etc/fstab file and add nodev to the fourth field (mounting options) for the /home partition. Example: <device> /home <fstype> defaults,rw,nosuid,nodev,relatime 0 0 Run the following command to remount /home with the configured options: # mount -o remount /home.","failed","cis_ubuntu22-04","The nodev mount option specifies that the filesystem cannot contain special devices.","findmnt --kernel /home","See the fstab(5) manual page for more information.","[{""key"":""cis"",""value"":""1.1.7.2""},{""key"":""cis_csc_v7"",""value"":""14.6""},{""key"":""cis_csc_v8"",""value"":""3.3""},{""key"":""cmmc_v2.0"",""value"":""AC.L1-3.1.1,AC.L1-3.1.2,AC.L2-3.1.5,AC.L2-3.1.3,MP.L2-3.8.2""},{""key"":""hipaa"",""value"":""164.308(a)(3)(i),164.308(a)(3)(ii)(A),164.312(a)(1)""},{""key"":""mitre_mitigations"",""value"":""M1022""},{""key"":""mitre_tactics"",""value"":""TA0005""},{""key"":""mitre_techniques"",""value"":""T1200""},{""key"":""nist_sp_800-53"",""value"":""AC-5,AC-6""},{""key"":""pci_dss_v3.2.1"",""value"":""7.1,7.1.1,7.1.2,7.1.3""},{""key"":""pci_dss_v4.0"",""value"":""1.3.1,7.1""},{""key"":""soc_2"",""value"":""CC5.2,CC6.1""}]","[{""type"":""command"",""rule"":""c:findmnt --kernel /home -> r:\\s*/home\\s && r:nodev""}]"
"all","Since the /home filesystem is only intended for user file storage, set this option to ensure that users cannot create setuid files in /home.","Ensure nosuid option set on /home partition.",28521,"IF the /home partition exists, edit the /etc/fstab file and add nosuid to the fourth field (mounting options) for the /home partition. Example: <device> /home <fstype> defaults,rw,nosuid,nodev,relatime 0 0 Run the following command to remount /home with the configured options: # mount -o remount /home.","failed","cis_ubuntu22-04","The nosuid mount option specifies that the filesystem cannot contain setuid files.","findmnt --kernel /home","See the fstab(5) manual page for more information.","[{""key"":""cis"",""value"":""1.1.7.3""},{""key"":""cis_csc_v7"",""value"":""14.6""},{""key"":""cis_csc_v8"",""value"":""3.3""},{""key"":""cmmc_v2.0"",""value"":""AC.L1-3.1.1,AC.L1-3.1.2,AC.L2-3.1.5,AC.L2-3.1.3,MP.L2-3.8.2""},{""key"":""hipaa"",""value"":""164.308(a)(3)(i),164.308(a)(3)(ii)(A),164.312(a)(1)""},{""key"":""mitre_mitigations"",""value"":""M1022""},{""key"":""mitre_tactics"",""value"":""TA0005""},{""key"":""mitre_techniques"",""value"":""T1548,T1548.001""},{""key"":""nist_sp_800-53"",""value"":""AC-5,AC-6""},{""key"":""pci_dss_v3.2.1"",""value"":""7.1,7.1.1,7.1.2,7.1.3""},{""key"":""pci_dss_v4.0"",""value"":""1.3.1,7.1""},{""key"":""soc_2"",""value"":""CC5.2,CC6.1""}]","[{""type"":""command"",""rule"":""c:findmnt --kernel /home -> r:\\s*/home\\s && r:nosuid""}]"
"all","Since the /dev/shm filesystem is not intended to support devices, set this option to ensure that users cannot attempt to create special devices in /dev/shm partitions.","Ensure nodev option set on /dev/shm partition.",28522,"Edit the /etc/fstab file and add nodev to the fourth field (mounting options) for the /dev/shm partition. See the fstab(5) manual page for more information. Run the following command to remount /dev/shm using the updated options from /etc/fstab: # mount -o remount /dev/shm Additional Information: Some distributions mount /dev/shm through other means and require /dev/shm to be added to /etc/fstab even though it is already being mounted on boot. Others may configure /dev/shm in other locations and may override /etc/fstab configuration. Consult the documentation appropriate for your distribution.","passed","cis_ubuntu22-04","The nodev mount option specifies that the filesystem cannot contain special devices.","findmnt --kernel /dev/shm","-","[{""key"":""cis"",""value"":""1.1.8.1""},{""key"":""cis_csc_v7"",""value"":""14.6""},{""key"":""cis_csc_v8"",""value"":""3.3""},{""key"":""cmmc_v2.0"",""value"":""AC.L1-3.1.1,AC.L1-3.1.2,AC.L2-3.1.5,AC.L2-3.1.3,MP.L2-3.8.2""},{""key"":""hipaa"",""value"":""164.308(a)(3)(i),164.308(a)(3)(ii)(A),164.312(a)(1)""},{""key"":""mitre_mitigations"",""value"":""M1038""},{""key"":""mitre_tactics"",""value"":""TA0005""},{""key"":""mitre_techniques"",""value"":""T1200""},{""key"":""nist_sp_800-53"",""value"":""AC-5,AC-6""},{""key"":""pci_dss_v3.2.1"",""value"":""7.1,7.1.1,7.1.2,7.1.3""},{""key"":""pci_dss_v4.0"",""value"":""1.3.1,7.1""},{""key"":""soc_2"",""value"":""CC5.2,CC6.1""}]","[{""type"":""command"",""rule"":""c:findmnt --kernel /dev/shm -> r:\\s*/dev/shm\\s && r:nodev""}]"
"all","Setting this option on a file system prevents users from executing programs from shared memory. This deters users from introducing potentially malicious software on the system.","Ensure noexec option set on /dev/shm partition.",28523,"Edit the /etc/fstab file and add noexec to the fourth field (mounting options) for the /dev/shm partition. Example: <device> /dev/shm <fstype> defaults,rw,nosuid,nodev,noexec,relatime 0 0 Run the following command to remount /dev/shm with the configured options: # mount -o remount /dev/shm NOTE It is recommended to use tmpfs as the device/filesystem type as /dev/shm is used as shared memory space by applications.","failed","cis_ubuntu22-04","The noexec mount option specifies that the filesystem cannot contain executable binaries.","findmnt --kernel /dev/shm","See the fstab(5) manual page for more information.","[{""key"":""cis"",""value"":""1.1.8.2""},{""key"":""cis_csc_v7"",""value"":""14.6""},{""key"":""cis_csc_v8"",""value"":""3.3""},{""key"":""cmmc_v2.0"",""value"":""AC.L1-3.1.1,AC.L1-3.1.2,AC.L2-3.1.5,AC.L2-3.1.3,MP.L2-3.8.2""},{""key"":""hipaa"",""value"":""164.308(a)(3)(i),164.308(a)(3)(ii)(A),164.312(a)(1)""},{""key"":""mitre_mitigations"",""value"":""M1022""},{""key"":""mitre_tactics"",""value"":""TA0005""},{""key"":""mitre_techniques"",""value"":""T1204,T1204.002""},{""key"":""nist_sp_800-53"",""value"":""AC-5,AC-6""},{""key"":""pci_dss_v3.2.1"",""value"":""7.1,7.1.1,7.1.2,7.1.3""},{""key"":""pci_dss_v4.0"",""value"":""1.3.1,7.1""},{""key"":""soc_2"",""value"":""CC5.2,CC6.1""}]","[{""type"":""command"",""rule"":""c:findmnt --kernel /dev/shm -> r:\\s*/dev/shm\\s && r:noexec""}]"
"all","Setting this option on a file system prevents users from introducing privileged programs onto the system and allowing non-root users to execute them.","Ensure nosuid option set on /dev/shm partition.",28524,"Edit the /etc/fstab file and add nosuid to the fourth field (mounting options) for the /dev/shm partition. See the fstab(5) manual page for more information. Run the following command to remount /dev/shm using the updated options from /etc/fstab: # mount -o remount /dev/shm Additional Information: Some distributions mount /dev/shm through other means and require /dev/shm to be added to /etc/fstab even though it is already being mounted on boot. Others may configure /dev/shm in other locations and may override /etc/fstab configuration. Consult the documentation appropriate for your distribution.","passed","cis_ubuntu22-04","The nosuid mount option specifies that the filesystem cannot contain setuid files.","findmnt --kernel /dev/shm","-","[{""key"":""cis"",""value"":""1.1.8.3""},{""key"":""cis_csc_v7"",""value"":""14.6""},{""key"":""cis_csc_v8"",""value"":""3.3""},{""key"":""cmmc_v2.0"",""value"":""AC.L1-3.1.1,AC.L1-3.1.2,AC.L2-3.1.5,AC.L2-3.1.3,MP.L2-3.8.2""},{""key"":""hipaa"",""value"":""164.308(a)(3)(i),164.308(a)(3)(ii)(A),164.312(a)(1)""},{""key"":""mitre_mitigations"",""value"":""M1038""},{""key"":""mitre_tactics"",""value"":""TA0005""},{""key"":""mitre_techniques"",""value"":""T1548,T1548.001""},{""key"":""nist_sp_800-53"",""value"":""AC-5,AC-6""},{""key"":""pci_dss_v3.2.1"",""value"":""7.1,7.1.1,7.1.2,7.1.3""},{""key"":""pci_dss_v4.0"",""value"":""1.3.1,7.1""},{""key"":""soc_2"",""value"":""CC5.2,CC6.1""}]","[{""type"":""command"",""rule"":""c:findmnt --kernel /dev/shm -> r:\\s*/dev/shm\\s && r:nosuid""}]"
"all","With automounting enabled anyone with physical access could attach a USB drive or disc and have its contents available in system even if they lacked permissions to mount it themselves.","Disable Automounting.",28525,"If there are no other packages that depends on autofs, remove the package with: # apt purge autofs OR if there are dependencies on the autofs package: Run the following commands to mask autofs: # systemctl stop autofs # systemctl mask autofs Additional Information: This control should align with the tolerance of the use of portable drives and optical media in the organization. On a server requiring an admin to manually mount media can be part of defense-in-depth to reduce the risk of unapproved software or information being introduced or proprietary software or information being exfiltrated. If admins commonly use flash drives and Server access has sufficient physical controls, requiring manual mounting may not increase security.","passed","cis_ubuntu22-04","autofs allows automatic mounting of devices, typically including CD/DVDs and USB drives.","systemctl is-enabled autofs","-","[{""key"":""cis"",""value"":""1.1.9""},{""key"":""cis_csc_v7"",""value"":""8.5""},{""key"":""cis_csc_v8"",""value"":""10.3""},{""key"":""cmmc_v2.0"",""value"":""MP.L2-3.8.7""},{""key"":""hipaa"",""value"":""164.310(d)(1)""},{""key"":""mitre_techniques"",""value"":""T1068,T1203,T1211,T1212""}]","[{""type"":""command"",""rule"":""c:systemctl is-enabled autofs -> r:Failed to get unit file state for autofs\\.service|disabled""}]"
